Order ID,Order Date,Category,Website,Condition,Seller,List Price Per Unit,Purchase Price Per Unit,Quantity,Shipment Date,Carrier Name & Tracking Number,Item Subtotal,Item Subtotal Tax,Item Total
169,5/17/11,CAMCORDER,Amazon.com,new,Amazon.com,$39.99 ,$25.48 ,1,5/18/11,ONTRAC,$25.48 ,$0.00 ,$25.48 
170,5/22/11,ART_AND_CRAFT_SUPPLY,Amazon.com,new,Jed Mart,$6.95 ,$6.95 ,1,5/23/11,USPS,$6.95 ,$0.00 ,$6.95 
171,5/24/11,POWER_SUPPLIES_OR_PROTECTION,Amazon.com,new,TRAVEL COMMODITY,$3.25 ,$3.25 ,1,5/25/11,USPS,$3.25 ,$0.00 ,$3.25 
172,5/28/11,,Amazon.com,new,"Great Goods, Inc.",$68.00 ,$46.95 ,1,5/30/11,ONTRAC,$46.95 ,$0.00 ,$46.95 
173,5/28/11,HEALTH_PERSONAL_CARE,Amazon.com,new,SafetyRazorPlace,$10.95 ,$10.95 ,1,5/31/11,UPS,$10.95 ,$0.00 ,$10.95 
174,5/28/11,BEAUTY,Amazon.com,new,GOOD BUY NY,$36.57 ,$13.99 ,1,5/29/11,USPS,$13.99 ,$0.00 ,$13.99 
175,5/30/11,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,LuggageGuru,$280.00 ,$102.99 ,1,5/31/11,UPS,$102.99 ,$0.00 ,$102.99 
176,5/30/11,BEAUTY,Amazon.com,new,Amazon.com,$69.99 ,$54.99 ,1,5/31/11,ONTRAC,$54.99 ,$0.00 ,$54.99 
177,5/30/11,BEAUTY,Amazon.com,new,Amazon.com,$29.99 ,$11.39 ,1,5/31/11,ONTRAC,$11.39 ,$0.00 ,$11.39 
178,5/30/11,SEEDS_AND_PLANTS,Amazon.com,new,Amazon.com,$2.59 ,$2.59 ,4,5/31/11,ONTRAC,$10.36 ,$0.00 ,$10.36 
179,5/30/11,SEEDS_AND_PLANTS,Amazon.com,new,Amazon.com,$1.59 ,$1.59 ,4,5/31/11,ONTRAC,$6.36 ,$0.00 ,$6.36 
180,6/2/11,SURVEILANCE_SYSTEMS,Amazon.com,new,Creative Square,$99.99 ,$99.99 ,1,6/3/11,ONTRAC,$99.99 ,$0.00 ,$99.99 
181,6/2/11,OUTDOOR_LIVING,Amazon.com,new,VCT ELECTRONICS,$9.99 ,$5.27 ,1,6/2/11,USPS,$5.27 ,$0.00 ,$5.27 
182,6/4/11,BEAUTY,Amazon.com,new,Amazon.com,$38.99 ,$31.20 ,1,6/5/11,ONTRAC,$31.20 ,$0.00 ,$31.20 
183,6/5/11,TUNER,Amazon.com,new,Amazon.com,$159.99 ,$139.99 ,1,6/5/11,ONTRAC,$139.99 ,$0.00 ,$139.99 
184,6/8/11,CELLULAR_PHONE,Amazon.com,,AmazonWireless,$599.99 ,$129.99 ,1,6/9/11,ONTRAC,$129.99 ,$0.00 ,$129.99 
185,6/8/11,WIRELESS_ACCESSORY,Amazon.com,,AmazonWireless,$0.01 ,$0.00 ,1,6/9/11,ONTRAC,$0.00 ,$0.00 ,$0.00 
186,6/8/11,CONSUMER_ELECTRONICS,Amazon.com,,AmazonWireless,$0.01 ,$0.00 ,1,6/9/11,ONTRAC,$0.00 ,$0.00 ,$0.00 
187,6/9/11,,Amazon.com,new,FragranceNet,$65.00 ,$44.75 ,1,6/11/11,FedEx SmartPost,$44.75 ,$0.00 ,$44.75 
188,6/9/11,BEAUTY,Amazon.com,new,FragranceNet,$55.00 ,$36.00 ,1,6/11/11,FedEx SmartPost,$36.00 ,$0.00 ,$36.00 
189,6/9/11,BEAUTY,Amazon.com,new,Amazon.com,$80.00 ,$37.20 ,1,6/10/11,UPS,$37.20 ,$0.00 ,$37.20 
190,6/14/11,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$129.99 ,$129.99 ,1,6/14/11,ONTRAC,$129.99 ,$0.00 ,$129.99 
191,6/14/11,,Amazon.com,new,Amazon.com,$45.99 ,$45.99 ,1,6/14/11,ONTRAC,$45.99 ,$0.00 ,$45.99 
192,6/14/11,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$34.99 ,$31.46 ,2,6/14/11,ONTRAC,$62.92 ,$0.00 ,$62.92 
193,6/14/11,,Amazon.com,new,Best Deal Supply,$37.27 ,$37.27 ,1,6/14/11,USPS,$37.27 ,$0.00 ,$37.27 
194,6/15/11,,Amazon.com,new,Amazon.com,$39.99 ,$37.20 ,2,6/16/11,ONTRAC,$74.40 ,$0.00 ,$74.40 
195,6/17/11,HARDWARE,Amazon.com,new,Amazon.com,$18.63 ,$14.94 ,2,6/17/11,ONTRAC,$29.88 ,$0.00 ,$29.88 
196,6/20/11,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$34.99 ,$31.97 ,1,6/20/11,ONTRAC,$31.97 ,$0.00 ,$31.97 
197,6/20/11,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$49.99 ,$48.25 ,1,6/20/11,ONTRAC,$48.25 ,$0.00 ,$48.25 
198,6/20/11,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Amazon.com,$17.99 ,$13.91 ,1,6/20/11,ONTRAC,$13.91 ,$0.00 ,$13.91 
199,6/20/11,,Amazon.com,new,Best Deal Supply,$37.24 ,$37.24 ,2,6/22/11,UPS,$74.48 ,$0.00 ,$74.48 
200,6/20/11,ABIS_DRUGSTORE,Amazon.com,new,CONTINENTAL SUPPLY,$8.79 ,$0.76 ,1,6/20/11,USPS,$0.76 ,$0.00 ,$0.76 
201,6/20/11,HARDWARE,Amazon.com,,Amazon.com,$18.63 ,$0.00 ,2,6/20/11,UPS,$0.00 ,$0.00 ,$0.00 
202,7/1/11,CELLULAR_PHONE,Amazon.com,,AmazonWireless,$599.99 ,$149.99 ,1,7/5/11,ONTRAC,$149.99 ,$0.00 ,$149.99 
203,7/1/11,CONSUMER_ELECTRONICS,Amazon.com,,AmazonWireless,$0.01 ,$0.00 ,1,7/5/11,ONTRAC,$0.00 ,$0.00 ,$0.00 
204,7/1/11,WIRELESS_ACCESSORY,Amazon.com,,AmazonWireless,$0.01 ,$0.00 ,1,7/5/11,ONTRAC,$0.00 ,$0.00 ,$0.00 
205,8/8/11,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,LuggageGuru,$280.00 ,$102.99 ,1,8/8/11,UPS,$102.99 ,$0.00 ,$102.99 
206,12/7/11,ABIS_BOOK,Amazon.com,used verygood,Goodwill Charlotte Books,$55.10 ,$55.10 ,1,12/8/11,USPS,$55.10 ,$0.00 ,$55.10 
207,12/18/11,HEADPHONES,Amazon.com,new,Amazon.com,$99.95 ,$89.95 ,1,12/18/11,UPS,$89.95 ,$0.00 ,$89.95 
208,12/24/11,BEAUTY,Amazon.com,new,AmericaRx,$17.95 ,$12.75 ,4,12/27/11,ONTRAC,$51.00 ,$0.00 ,$51.00 
209,12/30/11,SHAMPOO,Amazon.com,new,SafetyFast,$35.00 ,$29.50 ,1,1/2/12,ONTRAC,$29.50 ,$0.00 ,$29.50 
210,6/12/12,HEALTH_PERSONAL_CARE,Amazon.com,new,AmericaRx,$3.99 ,$2.32 ,1,6/13/12,USPS,$2.32 ,$0.00 ,$2.32 
211,7/2/12,BEAUTY,Amazon.com,new,Green Web Inc,$17.95 ,$12.06 ,4,7/3/12,USPS,$48.24 ,$0.00 ,$48.24 
212,7/3/12,HOME,Amazon.com,new,Amazon.com,$31.95 ,$28.24 ,1,7/8/12,USPS,$28.24 ,$2.33 ,$30.57 
213,7/6/12,ABIS_BOOK,Amazon.com,used good,textbooksnow-,$114.31 ,$114.31 ,1,7/9/12,FedEx,$114.31 ,$0.00 ,$114.31 
214,7/7/12,BEAUTY,Amazon.com,new,Amazon.com,$38.99 ,$29.30 ,1,7/10/12,USPS,$29.30 ,$2.42 ,$31.72 
215,7/8/12,COMPUTER_ADD_ON,Amazon.com,new,Cmple com,$0.00 ,$1.19 ,1,7/9/12,US Postal Service,$1.19 ,$0.00 ,$1.19 
216,7/8/12,,Amazon.com,new,POWERGEN,$29.99 ,$9.99 ,1,7/10/12,USPS,$9.99 ,$0.00 ,$9.99 
217,7/8/12,SHAMPOO,Amazon.com,new,NY Supply,$24.99 ,$29.09 ,1,7/10/12,USPS,$29.09 ,$0.00 ,$29.09 
218,7/9/12,COFFEE,Amazon.com,new,Amazon.com,$21.98 ,$25.45 ,1,7/10/12,USPS,$25.45 ,$0.00 ,$25.45 
219,7/15/12,,Amazon.com,new,SF Planet,$18.99 ,$9.05 ,1,7/17/12,USPS,$9.05 ,$0.00 ,$9.05 
220,7/15/12,COMPUTER_COMPONENT,Amazon.com,new,BlueRigger,$4.99 ,$4.99 ,2,7/17/12,USPS,$9.98 ,$0.00 ,$9.98 
221,7/15/12,CABLE_OR_ADAPTER,Amazon.com,new,Amazon.com,$7.49 ,$7.49 ,1,7/17/12,USPS,$7.49 ,$0.62 ,$8.11 
222,7/16/12,PRINTER,Amazon.com,new,Amazon.com,$495.00 ,$116.15 ,1,7/18/12,UPS,$116.15 ,$9.58 ,$125.73 
223,7/16/12,,Amazon.com,new,NorthShore Care Supply,$9.99 ,$9.46 ,1,7/18/12,USPS,$9.46 ,$0.00 ,$9.46 
224,7/16/12,COMPUTER_ADD_ON,Amazon.com,new,"eBusinessCables, Inc.",$16.99 ,$3.19 ,1,7/18/12,USPS,$3.19 ,$0.00 ,$3.19 
225,7/16/12,COMPUTER_COMPONENT,Amazon.com,new,Amazon.com,$6.99 ,$6.99 ,1,7/18/12,USPS,$6.99 ,$0.58 ,$7.57 
226,7/17/12,CABLE_OR_ADAPTER,Amazon.com,new,Amazon.com,$5.99 ,$3.83 ,1,7/18/12,USPS,$3.83 ,$0.32 ,$4.15 
227,7/17/12,NOTEBOOK_COMPUTER,Amazon.com,new,Amazon.com,$739.99 ,$629.99 ,0,,,$0.00 ,$0.00 ,$0.00 
228,7/19/12,RAM_MEMORY,Amazon.com,new,Amazon.com,$89.99 ,$44.99 ,1,7/20/12,USPS,$44.99 ,$3.71 ,$48.70 
229,7/19/12,SCREWDRIVER,Amazon.com,new,HTS USA,$12.00 ,$6.54 ,0,,,$0.00 ,$0.00 ,$0.00 
230,7/22/12,COMPUTER_ADD_ON,Amazon.com,new,Importer520  ( USA Seller ),$0.00 ,$2.92 ,1,7/23/12,DHL Global Mail,$2.92 ,$0.00 ,$2.92 
231,7/26/12,POWER_SUPPLIES_OR_PROTECTION,Amazon.com,new,Best Deal Supply,$1.90 ,$1.90 ,1,7/27/12,OTHER,$1.90 ,$0.00 ,$1.90 
232,7/26/12,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,HitTimeStore,$1.85 ,$1.85 ,1,7/27/12,China Post,$1.85 ,$0.00 ,$1.85 
233,7/26/12,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,Cheerwing USA,$2.99 ,$2.99 ,1,7/27/12,China Post,$2.99 ,$0.00 ,$2.99 
234,7/26/12,KITCHEN,Amazon.com,new,Amazon.com,$9.99 ,$8.11 ,1,7/27/12,USPS,$8.11 ,$0.67 ,$8.78 
235,7/26/12,SHOES,Amazon.com,new,Amazon.com,$84.95 ,$52.75 ,1,7/27/12,USPS,$52.75 ,$4.35 ,$57.10 
236,7/26/12,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,Amazon.com,$8.95 ,$8.95 ,1,7/27/12,USPS,$8.95 ,$0.74 ,$9.69 
237,7/26/12,TOOLS,Amazon.com,,Amazon.com,$0.00 ,$11.49 ,1,7/27/12,USPS,$11.49 ,$0.95 ,$12.44 
238,7/27/12,MONITOR,Amazon.com,new,Amazon.com,$144.99 ,$130.98 ,0,,,$0.00 ,$0.00 ,$0.00 
239,7/27/12,KITCHEN,Amazon.com,new,Amazon.com,$24.99 ,$15.00 ,1,7/30/12,UPS,$15.00 ,$1.24 ,$16.24 
240,7/28/12,OFFICE_PRODUCTS,Amazon.com,new,Value Max,$26.99 ,$26.99 ,1,7/30/12,UPS,$26.99 ,$0.00 ,$26.99 
241,7/28/12,OFFICE_PRODUCTS,Amazon.com,new,Royal Store,$2.80 ,$2.80 ,1,7/31/12,UPS,$2.80 ,$0.00 ,$2.80 
242,7/30/12,MONITOR,Amazon.com,new,Amazon.com,$169.00 ,$155.98 ,1,7/30/12,UPS,$155.98 ,$12.87 ,$168.85 
243,7/30/12,HEADPHONES,Amazon.com,new,Overstocks Closeout,$49.99 ,$21.99 ,1,7/30/12,UPS,$21.99 ,$0.00 ,$21.99 
244,7/30/12,SPEAKERS,Amazon.com,new,Amazon.com,$99.00 ,$99.00 ,1,7/30/12,UPS,$99.00 ,$8.17 ,$107.17 
245,8/1/12,SPEAKERS,Amazon.com,,Amazon.com,$99.00 ,$0.00 ,1,8/1/12,UPS,$0.00 ,$0.00 ,$0.00 
246,8/1/12,SHOES,Amazon.com,new,Amazon.com,$84.95 ,$70.70 ,1,8/2/12,UPS,$70.70 ,$5.83 ,$76.53 
247,8/2/12,HEADPHONES,Amazon.com,new,Amazon.com,$39.99 ,$20.27 ,1,8/2/12,UPS,$20.27 ,$1.67 ,$21.94 
248,8/2/12,RAM_MEMORY,Amazon.com,new,Amazon.com,$36.99 ,$23.99 ,1,8/2/12,UPS,$23.99 ,$1.98 ,$25.97 
249,8/4/12,ABIS_DVD,Amazon.com,used mint,SourceMedia,$9.99 ,$2.89 ,1,8/5/12,UPS,$2.89 ,$0.00 ,$2.89 
250,8/5/12,SHOES,Amazon.com,new,Amazon.com,$129.95 ,$119.95 ,1,8/6/12,UPS,$119.95 ,$9.90 ,$129.85 
251,8/5/12,CABLE_OR_ADAPTER,Amazon.com,,Amazon.com,$0.00 ,$0.00 ,1,8/5/12,UPS,$0.00 ,$0.00 ,$0.00 
252,8/5/12,PERSONAL_CARE_APPLIANCE,Amazon.com,new,,$5.00 ,$5.00 ,1,8/6/12,USPS,$5.00 ,$0.00 ,$5.00 
253,8/5/12,CAMERA_OTHER_ACCESSORIES,Amazon.com,new,Amazon.com,$9.99 ,$7.95 ,1,8/5/12,UPS,$7.95 ,$0.66 ,$8.61 
254,8/9/12,CABLE_OR_ADAPTER,Amazon.com,new,Cmple com,$0.00 ,$1.54 ,1,8/9/12,US Postal Service,$1.54 ,$0.00 ,$1.54 
255,8/9/12,WIRELESS_ACCESSORY,Amazon.com,new,Shop Cellar,$44.95 ,$6.99 ,1,8/9/12,UPS,$6.99 ,$0.00 ,$6.99 
256,8/9/12,SHOES,Amazon.com,new,Amazon.com,$110.00 ,$64.50 ,1,8/10/12,UPS,$64.50 ,$5.32 ,$69.82 
257,8/9/12,SHOES,Amazon.com,new,Amazon.com,$100.00 ,$85.31 ,1,8/10/12,FEDEX,$85.31 ,$7.04 ,$92.35 
258,8/9/12,SHOES,Amazon.com,new,Amazon.com,$110.00 ,$64.50 ,1,8/10/12,FEDEX,$64.50 ,$5.32 ,$69.82 
259,8/9/12,SHOES,Amazon.com,new,Amazon.com,$100.00 ,$85.31 ,1,8/10/12,FEDEX,$85.31 ,$7.04 ,$92.35 
260,8/13/12,TABLET_COMPUTER,Amazon.com,new,Amazon.com,$599.99 ,$588.00 ,1,8/13/12,UPS,$588.00 ,$48.51 ,$636.51 
261,8/15/12,,Amazon.com,new,,$14.00 ,$14.00 ,1,8/15/12,UPS,$14.00 ,$0.00 ,$14.00 
262,8/18/12,SPORTING_GOODS,Amazon.com,new,LastWorld,$14.00 ,$11.95 ,1,8/19/12,UPS,$11.95 ,$0.00 ,$11.95 
263,8/19/12,BEAUTY,Amazon.com,new,Amazon.com,$25.99 ,$13.97 ,1,8/20/12,ONTRAC,$13.97 ,$0.00 ,$13.97 
264,8/23/12,KEYBOARDS,Amazon.com,new,mimogram,$11.99 ,$11.99 ,1,8/26/12,UPS,$11.99 ,$0.00 ,$11.99 
265,8/23/12,BEAUTY,Amazon.com,new,Amazon.com,$25.99 ,$13.97 ,1,8/26/12,UPS,$13.97 ,$1.15 ,$15.12 
266,8/25/12,ABIS_BOOK,Amazon.com,new,Amazon.com,$115.00 ,$115.00 ,0,,,$0.00 ,$0.00 ,$0.00 
267,8/25/12,WIRELESS_ACCESSORY,Amazon.com,new,Amazon.com,$12.95 ,$3.79 ,1,8/25/12,UPS,$3.79 ,$0.31 ,$4.10 
268,8/25/12,ABIS_BOOK,Amazon.com,new,Books@Speed,$52.04 ,$52.04 ,1,8/27/12,DHL,$52.04 ,$0.00 ,$52.04 
269,8/25/12,ABIS_BOOK,Amazon.com,used mint,,$99.00 ,$55.00 ,1,8/25/12,USPS,$55.00 ,$0.00 ,$55.00 
270,8/25/12,ABIS_BOOK,Amazon.com,used verygood,Book_Holders,$243.80 ,$133.65 ,1,8/27/12,USPS,$133.65 ,$0.00 ,$133.65 
271,9/7/12,COMPUTER_INPUT_DEVICE,Amazon.com,new,Cosmos Tech&Leisure,$30.00 ,$9.99 ,1,9/9/12,UPS,$9.99 ,$0.00 ,$9.99 
272,9/14/12,COMPUTER_INPUT_DEVICE,Amazon.com,new,Amazon.com,$22.70 ,$12.82 ,1,9/16/12,UPS,$12.82 ,$1.06 ,$13.88 
273,9/15/12,INK_OR_TONER,Amazon.com,new,Amazon.com,$104.00 ,$67.90 ,1,9/15/12,UPS,$67.90 ,$5.60 ,$73.50 
274,10/13/12,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,niceeshop,$4.48 ,$4.48 ,1,10/15/12,USPS,$4.48 ,$0.00 ,$4.48 
275,10/13/12,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,Amazon.com,$10.95 ,$7.21 ,1,10/14/12,UPS,$7.21 ,$0.59 ,$7.80 
276,10/13/12,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,FixFind,$16.99 ,$6.99 ,1,10/13/12,USPS,$6.99 ,$0.00 ,$6.99 
277,10/13/12,OUTDOOR_RECREATION_PRODUCT,Amazon.com,new,Amazon.com,$8.42 ,$9.66 ,1,10/14/12,UPS,$9.66 ,$0.80 ,$10.46 
278,10/14/12,HEALTH_PERSONAL_CARE,Amazon.com,new,Gossamer Blue,$8.00 ,$7.95 ,1,10/14/12,UPS,$7.95 ,$0.00 ,$7.95 
279,10/14/12,,Amazon.com,new,POTENT_SKINCARE,$7.99 ,$7.99 ,1,10/15/12,UPS,$7.99 ,$0.00 ,$7.99 
280,10/14/12,,Amazon.com,new,Undercover Condoms,$4.49 ,$5.95 ,1,10/15/12,USPS,$5.95 ,$0.00 ,$5.95 
281,10/14/12,HEALTH_PERSONAL_CARE,Amazon.com,new,TOTAL LINE,$10.75 ,$10.75 ,1,10/16/12,USPS,$10.75 ,$0.00 ,$10.75 
282,10/14/12,,Amazon.com,new,Amazon.com,$249.99 ,$141.75 ,1,10/14/12,UPS,$141.75 ,$11.69 ,$153.44 
283,10/23/12,,Amazon.com,new,Amazon.com,$79.95 ,$72.69 ,1,10/23/12,UPS,$72.69 ,$6.00 ,$78.69 
284,10/23/12,,Amazon.com,new,GrabAGun,$93.05 ,$93.05 ,1,10/25/12,US Postal Service,$93.05 ,$7.68 ,$100.73 
285,10/23/12,SPORTING_GOODS,Amazon.com,new,Amazon.com,$26.99 ,$21.61 ,1,10/24/12,UPS,$21.61 ,$1.78 ,$23.39 
286,10/27/12,SPORTING_GOODS,Amazon.com,new,Amazon.com,$18.88 ,$16.10 ,1,10/28/12,UPS,$16.10 ,$1.33 ,$17.43 
287,10/27/12,HOME,Amazon.com,,Amazon.com,$10.99 ,$5.49 ,1,10/28/12,UPS,$5.49 ,$0.45 ,$5.94 
288,10/28/12,KITCHEN,Amazon.com,new,ZogoSportz,$8.99 ,$7.59 ,1,10/28/12,UPS,$7.59 ,$0.00 ,$7.59 
289,10/28/12,HEALTH_PERSONAL_CARE,Amazon.com,new,Amazon.com,$82.45 ,$52.99 ,1,10/28/12,UPS,$52.99 ,$0.00 ,$52.99 
290,11/2/12,SPORTING_GOODS,Amazon.com,new,Amazon.com,$21.98 ,$20.80 ,1,11/3/12,UPS,$20.80 ,$1.72 ,$22.52 
291,11/2/12,SPORTING_GOODS,Amazon.com,new,Amazon.com,$9.97 ,$7.53 ,1,11/3/12,UPS,$7.53 ,$0.62 ,$8.15 
292,11/2/12,SPORTING_GOODS,Amazon.com,new,Brian Enos Inc,$11.95 ,$11.95 ,1,11/5/12,USPS,$11.95 ,$0.00 ,$11.95 
293,11/2/12,SPORTING_GOODS,Amazon.com,new,MIS Outdoors,$10.00 ,$7.66 ,2,11/2/12,USPS,$15.32 ,$0.00 ,$15.32 
294,11/2/12,SPORTING_GOODS,Amazon.com,new,Amazon.com,$11.49 ,$10.70 ,1,11/3/12,UPS,$10.70 ,$0.88 ,$11.58 
295,11/20/12,OFFICE_PRODUCTS,Amazon.com,new,Amazon.com,$6.49 ,$5.78 ,1,11/20/12,UPS,$5.78 ,$0.48 ,$6.26 
296,11/24/12,BEAUTY,Amazon.com,new,Tuccini,$52.00 ,$11.99 ,1,11/26/12,USPS,$11.99 ,$0.00 ,$11.99 
297,12/7/12,BUILDING_MATERIAL,Amazon.com,new,Amazon.com,$11.96 ,$11.37 ,1,12/8/12,UPS,$11.37 ,$0.94 ,$12.31 
298,12/7/12,CE_CARRYING_CASE_OR_BAG,Amazon.com,new,BSCstore,$19.99 ,$19.99 ,1,12/8/12,UPS,$19.99 ,$0.00 ,$19.99 
299,12/9/12,,Amazon.com,new,Amazon.com,$25.99 ,$19.95 ,1,12/10/12,UPS,$19.95 ,$1.65 ,$21.60 
300,12/9/12,SPORTING_GOODS,Amazon.com,new,Amazon.com,$60.00 ,$9.63 ,1,12/10/12,UPS,$9.63 ,$0.79 ,$10.42 
301,12/9/12,HOME_LIGHTING_ACCESSORY,Amazon.com,new,Life and Home,$14.67 ,$10.95 ,1,12/9/12,UPS,$10.95 ,$0.00 ,$10.95 
302,12/9/12,CABLE_OR_ADAPTER,Amazon.com,new,SF Planet,$3.15 ,$3.15 ,1,12/11/12,USPS,$3.15 ,$0.00 ,$3.15 
303,12/9/12,COMPUTER,Amazon.com,new,Amazon.com,$14.95 ,$8.84 ,1,12/10/12,UPS,$8.84 ,$0.73 ,$9.57 
304,12/13/12,COMPUTER_COMPONENT,Amazon.com,new,,$225.00 ,$181.88 ,1,12/13/12,UPS,$181.88 ,$0.00 ,$181.88 
305,12/17/12,COMPUTER,Amazon.com,new,Amazon.com,$14.95 ,$8.65 ,1,12/17/12,UPS,$8.65 ,$0.67 ,$9.32 
306,12/17/12,CHARGING_ADAPTER,Amazon.com,new,Can I Cell You Something,$29.99 ,$4.95 ,1,12/18/12,USPS,$4.95 ,$0.00 ,$4.95 
307,12/17/12,,Amazon.com,new,YAN's warehouse,$5.73 ,$5.73 ,1,12/17/12,USPS,$5.73 ,$0.00 ,$5.73 
308,12/19/12,CE_CARRYING_CASE_OR_BAG,Amazon.com,new,BSCstore,$19.99 ,$19.99 ,1,12/20/12,UPS,$19.99 ,$0.00 ,$19.99 
309,12/19/12,CABLE_OR_ADAPTER,Amazon.com,new,CCMACCESSORIES,$3.89 ,$3.89 ,1,12/19/12,USPS,$3.89 ,$0.00 ,$3.89 
310,12/21/12,FLASH_MEMORY,Amazon.com,new,Amazon.com,$69.99 ,$24.99 ,1,12/22/12,UPS,$24.99 ,$2.06 ,$27.05 
311,12/22/12,,Amazon.com,new,American Tactical,$16.99 ,$16.99 ,2,12/22/12,UPS,$33.98 ,$0.00 ,$33.98 
312,12/22/12,SPORTING_GOODS,Amazon.com,new,Amazon.com,$21.99 ,$17.77 ,1,12/22/12,UPS,$17.77 ,$1.47 ,$19.24 
313,12/28/12,ABIS_BOOK,Amazon.com,used verygood,,$75.00 ,$26.01 ,1,12/29/12,USPS,$26.01 ,$0.00 ,$26.01 
314,12/28/12,ABIS_BOOK,Amazon.com,new,Amazon.com,$29.99 ,$19.79 ,1,12/29/12,UPS,$19.79 ,$1.63 ,$21.42 
315,12/28/12,ABIS_BOOK,Amazon.com,new,Amazon.com,$39.95 ,$26.11 ,1,12/29/12,UPS,$26.11 ,$2.15 ,$28.26 
316,1/1/13,KITCHEN,Amazon.com,new,Amazon.com,$130.00 ,$99.95 ,1,1/2/13,UPS,$99.95 ,$8.25 ,$108.20 
317,1/4/13,OFFICE_PRODUCTS,Amazon.com,new,Value Max,$159.99 ,$57.99 ,1,1/4/13,FEDEX,$57.99 ,$0.00 ,$57.99 
318,1/8/13,,Amazon.com,new,Amazon.com,$249.99 ,$141.75 ,1,1/9/13,ONTRAC,$141.75 ,$11.34 ,$153.09 
319,1/16/13,,Amazon.com,new,MyOfficeInnovations,$119.95 ,$15.64 ,2,1/18/13,UPS,$31.28 ,$2.58 ,$33.86 
320,1/16/13,HEALTH_PERSONAL_CARE,Amazon.com,new,Super Safety Razors,$28.77 ,$28.77 ,1,1/16/13,UPS,$28.77 ,$0.00 ,$28.77 
321,1/16/13,BEAUTY,Amazon.com,new,Super Safety Razors,$12.99 ,$9.69 ,1,1/16/13,UPS,$9.69 ,$0.00 ,$9.69 
322,1/17/13,OFFICE_PRODUCTS,Amazon.com,new,Value Max,$99.99 ,$22.99 ,2,1/17/13,FEDEX,$45.98 ,$0.00 ,$45.98 
323,1/20/13,HOME,Amazon.com,new,Amazon.com,$12.99 ,$11.17 ,1,1/21/13,UPS,$11.17 ,$0.92 ,$12.09 
324,1/24/13,BEAUTY,Amazon.com,new,,$17.95 ,$12.65 ,2,1/25/13,UPS,$25.30 ,$0.00 ,$25.30 
325,1/29/13,,Amazon.com,new,Everything Overstock,$10.69 ,$10.69 ,1,1/30/13,USPS,$10.69 ,$0.00 ,$10.69 
326,1/30/13,ELECTRONIC_CABLE,Amazon.com,new,Onix Venture Group,$49.99 ,$14.99 ,1,1/31/13,UPS,$14.99 ,$0.00 ,$14.99 
327,1/31/13,,Amazon.com,new,"Rock Ridge Sales, Inc",$9.99 ,$3.42 ,1,2/1/13,USPS,$3.42 ,$0.00 ,$3.42 
328,2/1/13,ELECTRONIC_CABLE,Amazon.com,new,AmaMax (USA) Since 1993 l iMBAPrice® Authorized Distributor,$0.00 ,$3.48 ,1,2/1/13,USPS,$3.48 ,$0.00 ,$3.48 
329,2/8/13,SPORTING_GOODS,Amazon.com,new,"Comfytopia, Inc",$39.99 ,$11.70 ,2,2/10/13,UPS,$23.40 ,$0.00 ,$23.40 
330,2/9/13,MONITOR,Amazon.com,new,Amazon.com,$154.00 ,$144.99 ,1,2/10/13,UPS,$144.99 ,$11.96 ,$156.95 
331,2/9/13,HEADPHONES,Amazon.com,new,Amazon.com,$199.00 ,$114.11 ,1,2/10/13,ONTRAC,$114.11 ,$9.13 ,$123.24 
332,2/9/13,,Amazon.com,new,Amazon.com,$249.99 ,$148.13 ,1,2/10/13,ONTRAC,$148.13 ,$11.85 ,$159.98 
333,2/10/13,ABIS_GIFT_CARD,Amazon.com,new,Amazon.com,$50.00 ,$18.00 ,1,2/10/13,,$18.00 ,$0.00 ,$18.00 
334,2/10/13,ABIS_GIFT_CARD,Amazon.com,new,Amazon.com,$50.00 ,$30.10 ,1,2/10/13,,$30.10 ,$0.00 ,$30.10 
335,2/15/13,,Amazon.com,new,BuyBelowSale,$15.65 ,$15.65 ,4,2/18/13,USPS,$62.60 ,$0.00 ,$62.60 
336,2/16/13,CABLE_OR_ADAPTER,Amazon.com,new,Amazon.com,$27.99 ,$8.43 ,1,2/17/13,UPS,$8.43 ,$0.70 ,$9.13 
337,2/16/13,TOYS_AND_GAMES,Amazon.com,new,Cool Stuff Place,$39.95 ,$28.99 ,1,2/17/13,UPS,$28.99 ,$0.00 ,$28.99 
338,2/26/13,CABLE_OR_ADAPTER,Amazon.com,new,Amazon.com,$27.99 ,$10.03 ,1,2/26/13,UPS,$10.03 ,$0.83 ,$10.86 
